Source Coordinate,Target Coordinate,Path Type,Obstacle,Path ID,Channel coefficient,Propagation delay,Zenith angle of departure,Azimuth angle of departure,Zenith angle of arrival,Azimuth angle of arrival
[[-24. -14.  10.]],[[-17. -16.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00010449741+1.6025271e-05j),0.007857508421693638,1.9773926,-1.3433611,1.9773927,-1.7982318
[[-24. -14.  10.]],[[-17. -15.   5.]],[[1 1 1 1 1 1 1 1 1 1 1]],0,0,(8.7044435e-05+9.977809e-06j),0.007639634702627518,1.9662789,-1.3504031,1.9662791,-1.7911899
[[-24. -14.  10.]],[[-17. -14.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(6.7301495e-05+6.0657876e-06j),0.007432710447119462,1.9557114,-1.3570285,1.9557117,-1.7845645
[[-24. -14.  10.]],[[-17. -13.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(4.8396116e-05+3.7630007e-06j),0.0072359682690148475,1.9456542,-1.3632727,1.9456543,-1.7783203
[[-24. -14.  10.]],[[-17. -12.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(3.257678e-05+2.4651968e-06j),0.007048740258142061,1.936074,-1.3691672,1.9360741,-1.7724255
[[-24. -14.  10.]],[[-17. -11.   5.]],[[1 1 1 1 1 1 1 1 1 1]],0,0,(2.0766787e-05+1.7048146e-06j),0.006870408242320991,1.9269404,-1.3747406,1.9269406,-1.7668524
[[-24. -14.  10.]],[[-17. -10.   5.]],[[1 1 1 1 1 1]],0,0,(1.2743023e-05+1.2128266e-06j),0.006700361154798884,1.9182253,-1.3800175,1.9182255,-1.7615753
[[-24. -14.  10.]],[[-17.  -9.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(9.382462e-06+1.0608074e-06j),0.0,1.9099022,-1.3850212,1.9099025,-1.7565718
[[-24. -14.  10.]],[[-17.  -8.   5.]],[[1 1 1 1 1 1 1]],0,0,(8.960602e-06+1.2003846e-06j),0.0,1.9019473,-1.3897717,1.9019474,-1.751821
[[-24. -14.  10.]],[[-17.  -7.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(8.51778e-06+1.3309516e-06j),0.0,1.8943377,-1.3942881,1.8943378,-1.7473049
[[-24. -14.  10.]],[[-17.  -6.   5.]],[[0 1 1 1 1 1]],0,0,(0.001868047+0j),0.0,2.0104523,0.8519664,1.1311402,-2.2896264
[[-24. -14.  10.]],[[-17.  -5.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0017838882+0j),0.0,1.9840701,0.90975314,1.1575227,-2.2318397
[[-24. -14.  10.]],[[-17.  -4.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0017012634+0j),0.0,1.9595647,0.9600704,1.1820279,-2.1815224
[[-24. -14.  10.]],[[-17.  -3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001621502+0j),0.0,1.9369828,1.0040672,1.20461,-2.1375256
[[-24. -14.  10.]],[[-17.  -2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015454318+0j),0.0,1.9162704,1.042722,1.2253224,-2.0988708
[[-24. -14.  10.]],[[-17.  -1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014734983+0j),0.0,1.8973176,1.0768551,1.2442751,-2.0647378
[[-24. -14.  10.]],[[-17.   0.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014058759+0j),0.0,1.8799895,1.1071488,1.2616032,-2.0344439
[[-24. -14.  10.]],[[-17.   1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013425539+0j),0.0,1.864143,1.1341692,1.2774497,-2.0074234
[[-24. -14.  10.]],[[-17.   2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012834047+0j),0.0,1.8496367,1.158386,1.2919561,-1.9832067
[[-24. -14.  10.]],[[-17.   3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012282287+0j),0.0,1.8363382,1.1801894,1.3052546,-1.9614034
[[-24. -14.  10.]],[[-17.   4.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00117679+0j),0.0,1.8241247,1.199905,1.317468,-1.9416877
[[-24. -14.  10.]],[[-17.   5.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0011288346+0j),0.0,1.8128858,1.217806,1.328707,-1.9237868
[[-24. -14.  10.]],[[-17.   6.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0010841077+0j),0.0,1.8025224,1.2341216,1.3390703,-1.9074712
[[-24. -14.  10.]],[[-17.   7.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0010423616+0j),0.0,1.7929455,1.2490458,1.3486472,-1.8925469
[[-24. -14.  10.]],[[-17.   8.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0010033606+0j),0.0,1.7840766,1.2627436,1.3575162,-1.8788491
[[-24. -14.  10.]],[[-17.   9.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.00096688385+0j),0.0,1.7758461,1.2753556,1.3657466,-1.8662372
[[-24. -14.  10.]],[[-17.  10.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00093272654+0j),0.0,1.768192,1.2870023,1.3734007,-1.8545904
[[-24. -14.  10.]],[[-17.  11.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0009007005+0j),0.0,1.7610598,1.2977877,1.380533,-1.8438051
[[-24. -14.  10.]],[[-17.  12.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.00087063335+0j),0.0,1.7544006,1.3078017,1.3871921,-1.833791
[[-24. -14.  10.]],[[-17.  13.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0008423679+0j),0.0,1.7481711,1.3171222,1.3934215,-1.8244704
[[-24. -14.  10.]],[[-17.  14.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.00081576075+0j),0.0,1.7423339,1.3258177,1.3992589,-1.815775
[[-24. -14.  10.]],[[-17.  15.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0007906815+0j),0.0,1.7368534,1.3339475,1.4047393,-1.8076451
[[-24. -14.  10.]],[[-17.  16.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.00076701137+0j),0.0,1.7317003,1.3415644,1.4098924,-1.8000283
[[-24. -14.  10.]],[[-17.  17.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0007446429+0j),0.0,1.7268463,1.3487144,1.4147463,-1.7928783
[[-24. -14.  10.]],[[-17.  18.   5.]],[[0 1 1 1 1 1]],0,0,(0.00072347786+0j),0.0,1.7222677,1.3554386,1.4193249,-1.786154
[[-24. -14.  10.]],[[-17.  19.   5.]],[[0 1 1 1 1]],0,0,(0.00070342707+0j),0.0,1.7179424,1.3617734,1.4236503,-1.7798193
[[-24. -14.  10.]],[[-17.  20.   5.]],[[0 1 1]],0,0,(0.0006844096+0j),0.0,1.7138503,1.3677511,1.4277425,-1.7738415
[[-24. -14.  10.]],[[-17.  21.   5.]],[[0 1 1 1 1 1]],0,0,(0.00066635135+0j),0.0,1.7099736,1.3734008,1.431619,-1.7681918
[[-24. -14.  10.]],[[-17.  22.   5.]],[[0 1 1 1 1]],0,0,(0.00064918445+0j),0.0,1.7062964,1.3787483,1.4352963,-1.7628443
[[-24. -14.  10.]],[[-17.  23.   5.]],[[0 1 1 1 1]],0,0,(0.00063284807+0j),0.0,1.702804,1.3838171,1.4387888,-1.7577755
[[-24. -14.  10.]],[[-17.  24.   5.]],[[0 1 1 1 1]],0,0,(0.000617285+0j),0.0,1.6994829,1.388628,1.4421097,-1.7529646
[[-24. -14.  10.]],[[-17.  25.   5.]],[[0 1 1 1 1 1]],0,0,(0.0006024442+0j),0.0,1.6963215,1.3932002,1.4452711,-1.7483925
[[-24. -14.  10.]],[[-17.  26.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.00058827794+0j),0.0,1.6933085,1.3975506,1.4482841,-1.744042
[[-24. -14.  10.]],[[-17.  27.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0005747429+0j),0.0,1.690434,1.4016951,1.4511586,-1.7398975
[[-24. -14.  10.]],[[-17.  28.   5.]],[[0 1 1 1 1]],0,0,(0.00056179916+0j),0.0,1.6876888,1.4056476,1.4539038,-1.735945
[[-24. -14.  10.]],[[-17.  29.   5.]],[[0 1 1 1 1 1]],0,0,(0.00054940983+0j),0.0,1.6850647,1.4094212,1.456528,-1.7321714
[[-24. -14.  10.]],[[-17.  30.   5.]],[[0 1 1 1 1]],0,0,(0.0005375414+0j),0.0,1.6825538,1.4130275,1.4590389,-1.7285651
[[-24. -14.  10.]],[[-17.  31.   5.]],[[0 1 1]],0,0,(0.00052616216+0j),0.0,1.6801491,1.4164776,1.4614435,-1.7251151
[[-24. -14.  10.]],[[-17.  32.   5.]],[[0 1 1]],0,0,(0.00051524345+0j),0.0,1.6778442,1.419781,1.4637486,-1.7218117
[[-24. -14.  10.]],[[-17.  33.   5.]],[[0 1 1 1 1]],0,0,(0.00050475856+0j),0.0,1.675633,1.4229469,1.4659598,-1.7186457
[[-24. -14.  10.]],[[-16. -34.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-16. -33.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-16. -32.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-16. -31.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-16. -30.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012574294+0j),0.0,1.8433492,-1.1071488,1.2982435,2.0344439
[[-24. -14.  10.]],[[-16. -29.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013129462+0j),0.0,1.8568479,-1.080839,1.2847449,2.0607538
[[-24. -14.  10.]],[[-16. -28.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013720486+0j),0.0,1.8714812,-1.0516503,1.2701116,2.0899425
[[-24. -14.  10.]],[[-16. -27.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001434782+0j),0.0,1.8873427,-1.0191414,1.25425,2.1224513
[[-24. -14.  10.]],[[-16. -26.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015010786+0j),0.0,1.9045172,-0.9827938,1.2370756,2.158799
[[-24. -14.  10.]],[[-16. -25.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015707037+0j),0.0,1.92307,-0.9420001,1.2185228,2.1995926
[[-24. -14.  10.]],[[-16. -24.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0016431899+0j),0.0,1.9430293,-0.89605546,1.1985635,2.2455373
[[-24. -14.  10.]],[[-16. -23.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.001717761+0j),0.0,1.9643604,-0.84415406,1.1772324,2.2974386
[[-24. -14.  10.]],[[-16. -22.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0017932514+0j),0.0,1.9869288,-0.7853981,1.1546639,2.3561945
[[-24. -14.  10.]],[[-16. -21.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0018680474+0j),0.0,2.0104523,-0.71883,1.1311404,2.4227629
[[-24. -14.  10.]],[[-16. -20.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001940071+0j),0.0,2.0344439,-0.64350116,1.1071488,2.4980917
[[-24. -14.  10.]],[[-16. -19.   5.]],[[1 1 1 1 1 1]],0,0,(-0.00056869735+8.2344386e-08j),0.0,1.7450927,-1.2851967,1.3964999,-1.8563962
[[-24. -14.  10.]],[[-16. -18.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00011307058+3.488624e-05j),0.008264024131676706,1.9980948,-1.2947938,1.998095,-1.8467991
[[-24. -14.  10.]],[[-16. -17.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(0.000107711196+2.5538318e-05j),0.008027349451822374,1.986046,-1.3037817,1.9860462,-1.837811
[[-24. -14.  10.]],[[-16. -16.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(9.657991e-05+1.7867427e-05j),0.0078026403116382426,1.9745952,-1.3122156,1.9745953,-1.8293772
[[-24. -14.  10.]],[[-16. -15.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(8.138434e-05+1.2062899e-05j),0.007589200379243266,1.9637039,-1.3201438,1.963704,-1.821449
[[-24. -14.  10.]],[[-16. -14.   5.]],[[1 1 1 1 1 1 1]],0,0,(6.446219e-05+7.997185e-06j),0.0073862338467733935,1.9533364,-1.3276095,1.9533366,-1.8139831
[[-24. -14.  10.]],[[-16. -13.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(4.8124755e-05+5.3178633e-06j),0.007193058593202295,1.9434596,-1.3346516,1.9434597,-1.8069412
[[-24. -14.  10.]],[[-16. -12.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(3.406144e-05+3.6053948e-06j),0.0070090564463498595,1.9340428,-1.3413043,1.934043,-1.8002884
[[-24. -14.  10.]],[[-16. -11.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0021142827+0j),0.0,2.1002667,0.35877064,1.041326,-2.7828221
[[-24. -14.  10.]],[[-16. -10.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0020657761+0j),0.0,2.0805361,0.4636476,1.0610566,-2.6779451
[[-24. -14.  10.]],[[-16.  -9.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0020068632+0j),0.0,2.058154,0.5585993,1.0834386,-2.5829935
[[-24. -14.  10.]],[[-16.  -8.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0019400715+0j),0.0,2.0344439,0.6435011,1.1071488,-2.4980917
[[-24. -14.  10.]],[[-16.  -7.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0018680472+0j),0.0,2.0104523,0.71883,1.1311404,-2.4227629
[[-24. -14.  10.]],[[-16.  -6.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0017932514+0j),0.0,1.9869288,0.7853982,1.1546638,-2.3561945
[[-24. -14.  10.]],[[-16.  -5.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.001717761+0j),0.0,1.9643604,0.84415406,1.1772324,-2.2974386
[[-24. -14.  10.]],[[-16.  -4.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0016431899+0j),0.0,1.9430293,0.89605546,1.1985635,-2.2455373
[[-24. -14.  10.]],[[-16.  -3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015707037+0j),0.0,1.92307,0.9420001,1.2185228,-2.1995926
[[-24. -14.  10.]],[[-16.  -2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015010786+0j),0.0,1.9045172,0.9827938,1.2370756,-2.158799
[[-24. -14.  10.]],[[-16.  -1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001434782+0j),0.0,1.8873427,1.0191414,1.25425,-2.1224513
[[-24. -14.  10.]],[[-16.   0.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0013720484+0j),0.0,1.8714812,1.0516502,1.2701114,-2.0899425
[[-24. -14.  10.]],[[-16.   1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001312946+0j),0.0,1.8568479,1.080839,1.2847449,-2.0607538
[[-24. -14.  10.]],[[-16.   2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012574294+0j),0.0,1.8433492,1.1071488,1.2982435,-2.0344439
[[-24. -14.  10.]],[[-16.   3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012053777+0j),0.0,1.8308913,1.1309538,1.3107015,-2.010639
[[-24. -14.  10.]],[[-16.   4.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0011566273+0j),0.0,1.8193828,1.152572,1.32221,-1.9890207
[[-24. -14.  10.]],[[-16.   5.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0011109887+0j),0.0,1.8087375,1.1722739,1.3328552,-1.9693189
[[-24. -14.  10.]],[[-16.   6.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0010682619+0j),0.0,1.7988766,1.19029,1.3427161,-1.9513028
[[-24. -14.  10.]],[[-16.   7.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0010282471+0j),0.0,1.7897273,1.2068174,1.3518654,-1.9347754
[[-24. -14.  10.]],[[-16.   8.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0009907482+0j),0.0,1.7812239,1.2220254,1.3603688,-1.9195673
[[-24. -14.  10.]],[[-16.   9.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00095557893+0j),0.0,1.7733073,1.2360595,1.3682854,-1.9055332
[[-24. -14.  10.]],[[-16.  10.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0009225627+0j),0.0,1.7659241,1.2490458,1.3756686,-1.8925469
[[-24. -14.  10.]],[[-16.  11.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0008915363+0j),0.0,1.7590264,1.2610934,1.3825663,-1.8804994
[[-24. -14.  10.]],[[-16.  12.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.000862347+0j),0.0,1.7525711,1.2722974,1.3890216,-1.8692952
[[-24. -14.  10.]],[[-16.  13.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0008348548+0j),0.0,1.7465202,1.2827408,1.3950725,-1.8588518
[[-24. -14.  10.]],[[-16.  14.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0008089308+0j),0.0,1.7408392,1.2924967,1.4007535,-1.8490961
[[-24. -14.  10.]],[[-16.  15.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0007844567+0j),0.0,1.7354964,1.3016288,1.4060962,-1.8399638
[[-24. -14.  10.]],[[-16.  16.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.00076132466+0j),0.0,1.7304648,1.310194,1.4111279,-1.8313987
[[-24. -14.  10.]],[[-16.  17.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0007394356+0j),0.0,1.7257189,1.3182421,1.4158739,-1.8233507
[[-24. -14.  10.]],[[-16.  18.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.00071869884+0j),0.0,1.7212358,1.3258177,1.4203569,-1.8157749
[[-24. -14.  10.]],[[-16.  19.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.00069903187+0j),0.0,1.7169957,1.3329604,1.4245969,-1.8086323
[[-24. -14.  10.]],[[-16.  20.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.000680359+0j),0.0,1.7129803,1.3397057,1.4286125,-1.801887
[[-24. -14.  10.]],[[-16.  21.   5.]],[[0 1 1 1 1]],0,0,(0.0006626112+0j),0.0,1.7091718,1.3460852,1.4324208,-1.7955074
[[-24. -14.  10.]],[[-16.  22.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.00064572465+0j),0.0,1.7055564,1.3521274,1.4360363,-1.7894653
[[-24. -14.  10.]],[[-16.  23.   5.]],[[0 1 1 1 1 1]],0,0,(0.00062964135+0j),0.0,1.7021191,1.357858,1.4394735,-1.7837347
[[-24. -14.  10.]],[[-16.  24.   5.]],[[0 1 1 1 1]],0,0,(0.000614308+0j),0.0,1.6988484,1.3633001,1.4427443,-1.7782925
[[-24. -14.  10.]],[[-16.  25.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.00059967564+0j),0.0,1.6957326,1.3684747,1.4458601,-1.773118
[[-24. -14.  10.]],[[-16.  26.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0005856991+0j),0.0,1.6927608,1.3734008,1.4488319,-1.7681919
[[-24. -14.  10.]],[[-16.  27.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.00057233736+0j),0.0,1.6899235,1.3780956,1.4516691,-1.763497
[[-24. -14.  10.]],[[-16.  28.   5.]],[[0 1 1 1 1]],0,0,(0.0005595519+0j),0.0,1.6872126,1.3825748,1.45438,-1.7590178
[[-24. -14.  10.]],[[-16.  29.   5.]],[[0 1 1 1]],0,0,(0.0005473074+0j),0.0,1.6846197,1.3868529,1.456973,-1.7547398
[[-24. -14.  10.]],[[-16.  30.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0005355717+0j),0.0,1.6821374,1.3909428,1.4594553,-1.7506498
[[-24. -14.  10.]],[[-16.  31.   5.]],[[0 1 1 1 1]],0,0,(0.0005243145+0j),0.0,1.6797589,1.3948567,1.4618338,-1.7467359
[[-24. -14.  10.]],[[-16.  32.   5.]],[[0 1 1 1 1]],0,0,(0.0005135081+0j),0.0,1.677478,1.3986056,1.4641147,-1.742987
[[-24. -14.  10.]],[[-16.  33.   5.]],[[0 1 1 1]],0,0,(0.0005031267+0j),0.0,1.6752889,1.4021994,1.4663037,-1.7393932
[[-24. -14.  10.]],[[-15. -34.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-15. -33.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-15. -32.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-15. -31.   5.]],[],1,0,0,0,0,0,0,0
[[-24. -14.  10.]],[[-15. -30.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012297988+0j),0.0,1.8367134,-1.058407,1.3048793,2.0831857
[[-24. -14.  10.]],[[-15. -29.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012816233+0j),0.0,1.8492038,-1.0303769,1.2923889,2.1112158
[[-24. -14.  10.]],[[-15. -28.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013364741+0j),0.0,1.8626392,-0.99945885,1.2789536,2.142134
[[-24. -14.  10.]],[[-15. -27.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013943278+0j),0.0,1.8770736,-0.9652517,1.2645191,2.176341
[[-24. -14.  10.]],[[-15. -26.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0014550536+0j),0.0,1.8925469,-0.9272952,1.2490458,2.2142975
[[-24. -14.  10.]],[[-15. -25.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015183698+0j),0.0,1.9090726,-0.88506687,1.2325201,2.256526
[[-24. -14.  10.]],[[-15. -24.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015837979+0j),0.0,1.9266241,-0.8379813,1.2149687,2.3036115
[[-24. -14.  10.]],[[-15. -23.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0016506065+0j),0.0,1.9451125,-0.7853981,1.1964803,2.3561945
[[-24. -14.  10.]],[[-15. -22.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0017177612+0j),0.0,1.9643604,-0.7266423,1.1772324,2.4149504
[[-24. -14.  10.]],[[-15. -21.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0017838883+0j),0.0,1.9840701,-0.66104317,1.1575227,2.4805496
[[-24. -14.  10.]],[[-15. -20.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.001847278+0j),0.0,2.0037909,-0.5880026,1.137802,2.55359
[[-24. -14.  10.]],[[-15. -19.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(-0.00055254844+7.910729e-08j),0.0,1.74332,-1.2517511,1.3982728,-1.8898418
[[-24. -14.  10.]],[[-15. -18.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(0.00010597294+3.528915e-05j),0.008191868516860268,1.9944229,-1.262332,1.9944232,-1.8792609
[[-24. -14.  10.]],[[-15. -17.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.000100504905+2.6691243e-05j),0.007961162395986321,1.9826746,-1.2722539,1.9826746,-1.8693391
[[-24. -14.  10.]],[[-15. -16.   5.]],[[1 1 1 1 1 1 1 1 1 1 1]],0,0,(9.0399466e-05+1.9517e-05j),0.007741846275166608,1.9714937,-1.2815747,1.9714937,-1.8600183
[[-24. -14.  10.]],[[-15. -15.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(7.709411e-05+1.3892185e-05j),0.00753320961166537,1.9608454,-1.2903461,1.9608454,-1.8512466
[[-24. -14.  10.]],[[-15. -14.   5.]],[[1 1 1 1 1 1 1 1 1 1]],0,0,(6.240494e-05+9.728405e-06j),0.007334577389883634,1.9506972,-1.298614,1.9506973,-1.8429787
[[-24. -14.  10.]],[[-15. -13.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(4.808743e-05+6.782878e-06j),0.007145352753923362,1.9410188,-1.3064195,1.9410188,-1.8351732
[[-24. -14.  10.]],[[-15. -12.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(3.545369e-05+4.7544895e-06j),0.0069649104261770844,1.9317815,-1.3137996,1.9317818,-1.8277936
[[-24. -14.  10.]],[[-15. -11.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.002000558+0j),0.0,2.0558462,0.32175055,1.0857465,-2.819842
[[-24. -14.  10.]],[[-15. -10.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0019577339+0j),0.0,2.0405636,0.41822436,1.1010292,-2.7233684
[[-24. -14.  10.]],[[-15.  -9.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0019059401+0j),0.0,2.0228925,0.50709856,1.1187003,-2.6344943
[[-24. -14.  10.]],[[-15.  -8.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.001847278+0j),0.0,2.0037909,0.5880026,1.137802,-2.55359
[[-24. -14.  10.]],[[-15.  -7.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0017838883+0j),0.0,1.9840701,0.66104317,1.1575227,-2.4805496
[[-24. -14.  10.]],[[-15.  -6.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0017177607+0j),0.0,1.9643605,0.7266424,1.1772321,-2.4149504
[[-24. -14.  10.]],[[-15.  -5.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0016506065+0j),0.0,1.9451125,0.7853981,1.1964803,-2.3561945
[[-24. -14.  10.]],[[-15.  -4.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0015837975+0j),0.0,1.9266242,0.8379812,1.2149684,-2.3036115
[[-24. -14.  10.]],[[-15.  -3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015183695+0j),0.0,1.9090726,0.88506687,1.2325201,-2.256526
[[-24. -14.  10.]],[[-15.  -2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014550536+0j),0.0,1.8925469,0.9272952,1.2490458,-2.2142975
[[-24. -14.  10.]],[[-15.  -1.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0013943278+0j),0.0,1.8770736,0.9652517,1.2645191,-2.176341
