Source Coordinate,Target Coordinate,Path Type,Obstacle,Path ID,Channel coefficient,Propagation delay,Zenith angle of departure,Azimuth angle of departure,Zenith angle of arrival,Azimuth angle of arrival
[[-24. -14.  10.]],[[-32. -34.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0010682619+0j),0.0,1.7988766,-1.9513028,1.3427161,1.19029
[[-24. -14.  10.]],[[-32. -33.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0011109887+0j),0.0,1.8087375,-1.9693189,1.3328552,1.1722739
[[-24. -14.  10.]],[[-32. -32.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0011566273+0j),0.0,1.8193828,-1.9890207,1.32221,1.152572
[[-24. -14.  10.]],[[-32. -31.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012053777+0j),0.0,1.8308913,-2.010639,1.3107015,1.1309538
[[-24. -14.  10.]],[[-32. -30.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012574294+0j),0.0,1.8433492,-2.0344439,1.2982435,1.1071488
[[-24. -14.  10.]],[[-32. -29.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013129461+0j),0.0,1.8568479,-2.0607538,1.2847449,1.080839
[[-24. -14.  10.]],[[-32. -28.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013720486+0j),0.0,1.8714812,-2.0899425,1.2701116,1.0516503
[[-24. -14.  10.]],[[-32. -27.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001434782+0j),0.0,1.8873427,-2.1224513,1.25425,1.0191414
[[-24. -14.  10.]],[[-32. -26.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015010787+0j),0.0,1.9045172,-2.158799,1.2370756,0.9827938
[[-24. -14.  10.]],[[-32. -25.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015707037+0j),0.0,1.92307,-2.1995926,1.2185228,0.9420001
[[-24. -14.  10.]],[[-32. -24.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-2.5976171e-05-2.3200226e-05j),0.008874678769643651,1.9259925,-1.8629819,1.9259921,-1.8629814
[[-24. -14.  10.]],[[-32. -23.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-2.530106e-05-2.1512595e-05j),0.036489183230514755,1.9175165,-1.8551962,1.9175164,-1.8551958
[[-24. -14.  10.]],[[-32. -22.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(8.196034e-06-1.17891e-06j),0.3816061280303984,1.6036727,-3.0889473,1.5379202,0.052645415
[[-24. -14.  10.]],[[-32. -21.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(8.799882e-06-1.2661703e-06j),0.4012749172943586,1.6036832,-3.0955179,1.5379095,0.046074715
[[-24. -14.  10.]],[[-32. -20.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(9.566391e-06-1.3768075e-06j),0.3748293693206506,1.6036927,-3.1020927,1.5379002,0.039500058
[[-24. -14.  10.]],[[-32. -19.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.0542809e-05-1.517597e-06j),0.3714665126608452,1.6037005,-3.1086707,1.5378925,0.032921962
[[-24. -14.  10.]],[[-32. -18.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(5.8348596e-05-6.3989914e-06j),0.0017436292409911403,1.6897923,-1.8216435,1.4518007,-1.8216438
[[-24. -14.  10.]],[[-32. -17.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.3277237e-05-1.9113338e-06j),0.36479349319051835,1.6037117,-3.121835,1.537881,0.019757777
[[-24. -14.  10.]],[[-32. -16.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.4998472e-05-2.158887e-06j),0.3614841830312798,1.6037154,-3.1284199,1.5378773,0.0131728435
[[-24. -14.  10.]],[[-32. -15.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.6769469e-05-2.4133753e-06j),0.3581928922358202,1.6037176,-3.135006,1.5378752,0.006586755
[[-24. -14.  10.]],[[-32. -14.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.8317842e-05-2.6356104e-06j),0.3549204734554223,1.6037183,-3.1415927,1.5378745,9.439704e-08
[[-24. -14.  10.]],[[-32. -13.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.9370349e-05-2.7863398e-06j),0.3516666708947014,1.6037176,3.1350062,1.5378752,-0.0065865656
[[-24. -14.  10.]],[[-32. -12.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.9787893e-05-2.8456461e-06j),0.34843202456613653,1.6037154,3.12842,1.5378773,-0.013172655
[[-24. -14.  10.]],[[-32. -11.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(5.539881e-06-6.4318743e-07j),0.10911928427503881,1.6732501,-1.7859067,1.468343,-1.7859069
[[-24. -14.  10.]],[[-32. -10.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(3.8090197e-06-4.3293872e-07j),0.10430423458274163,1.6712451,-1.7816039,1.4703479,-1.7816042
[[-24. -14.  10.]],[[-32.  -9.   5.]],[[1 1 1 1 1 1 1]],0,0,(3.365734e-06-3.7322334e-07j),0.0014418617411138257,1.6693151,-1.7774674,1.4722779,-1.7774676
[[-24. -14.  10.]],[[-32.  -8.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(3.43691e-06-3.7143624e-07j),0.0014144774240776314,1.6674564,-1.7734882,1.4741367,-1.7734883
[[-24. -14.  10.]],[[-32.  -7.   5.]],[[1 1 1 1 1 1 1 1 1 1 1]],0,0,(3.5071052e-06-3.6963883e-07j),0.0013881162885809317,1.6656647,-1.7696571,1.4759284,-1.7696573
[[-24. -14.  10.]],[[-32.  -6.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0017932516+0j),0.0,1.9869288,2.3561945,1.1546639,-0.7853981
[[-24. -14.  10.]],[[-32.  -5.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0017177612+0j),0.0,1.9643604,2.2974386,1.1772324,-0.84415406
[[-24. -14.  10.]],[[-32.  -4.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0016431898+0j),0.0,1.9430293,2.2455373,1.1985635,-0.89605546
[[-24. -14.  10.]],[[-32.  -3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015707037+0j),0.0,1.92307,2.1995926,1.2185228,-0.9420001
[[-24. -14.  10.]],[[-32.  -2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015010785+0j),0.0,1.9045172,2.158799,1.2370756,-0.9827938
[[-24. -14.  10.]],[[-32.  -1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001434782+0j),0.0,1.8873427,2.1224513,1.25425,-1.0191414
[[-24. -14.  10.]],[[-32.   0.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013720486+0j),0.0,1.8714812,2.0899425,1.2701116,-1.0516503
[[-24. -14.  10.]],[[-32.   1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013129461+0j),0.0,1.8568479,2.0607538,1.2847449,-1.080839
[[-24. -14.  10.]],[[-32.   2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012574294+0j),0.0,1.8433492,2.0344439,1.2982435,-1.1071488
[[-24. -14.  10.]],[[-32.   3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012053777+0j),0.0,1.8308913,2.010639,1.3107015,-1.1309538
[[-24. -14.  10.]],[[-32.   4.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0011566273+0j),0.0,1.8193828,1.9890207,1.32221,-1.152572
[[-24. -14.  10.]],[[-32.   5.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0011109887+0j),0.0,1.8087375,1.9693189,1.3328552,-1.1722739
[[-24. -14.  10.]],[[-32.   6.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0010682619+0j),0.0,1.7988766,1.9513028,1.3427161,-1.19029
[[-24. -14.  10.]],[[-32.   7.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0010282471+0j),0.0,1.7897273,1.9347754,1.3518654,-1.2068174
[[-24. -14.  10.]],[[-32.   8.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0009907482+0j),0.0,1.7812239,1.9195673,1.3603688,-1.2220254
[[-24. -14.  10.]],[[-32.   9.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00095557893+0j),0.0,1.7733073,1.9055332,1.3682854,-1.2360595
[[-24. -14.  10.]],[[-32.  10.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0009225627+0j),0.0,1.7659241,1.8925469,1.3756686,-1.2490458
[[-24. -14.  10.]],[[-32.  11.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0008915363+0j),0.0,1.7590264,1.8804994,1.3825663,-1.2610934
[[-24. -14.  10.]],[[-32.  12.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0008623471+0j),0.0,1.7525713,1.8692952,1.3890214,-1.2722975
[[-24. -14.  10.]],[[-32.  13.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0008348548+0j),0.0,1.7465204,1.8588518,1.3950723,-1.282741
[[-24. -14.  10.]],[[-32.  14.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0008089308+0j),0.0,1.7408392,1.8490961,1.4007535,-1.2924967
[[-24. -14.  10.]],[[-32.  15.   5.]],[[0 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00078445673+0j),0.0,1.7354966,1.8399639,1.4060961,-1.3016288
[[-24. -14.  10.]],[[-32.  16.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.00076132466+0j),0.0,1.7304648,1.8313987,1.4111279,-1.310194
[[-24. -14.  10.]],[[-32.  17.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0007394356+0j),0.0,1.7257189,1.8233507,1.4158739,-1.3182421
[[-24. -14.  10.]],[[-32.  18.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0007186988+0j),0.0,1.7212361,1.815775,1.4203566,-1.3258177
[[-24. -14.  10.]],[[-32.  19.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0006990318+0j),0.0,1.716996,1.8086323,1.4245968,-1.3329605
[[-24. -14.  10.]],[[-32.  20.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.000680359+0j),0.0,1.7129803,1.801887,1.4286125,-1.3397057
[[-24. -14.  10.]],[[-32.  21.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0006626112+0j),0.0,1.7091718,1.7955074,1.4324208,-1.3460852
[[-24. -14.  10.]],[[-32.  22.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.00064572465+0j),0.0,1.7055564,1.7894653,1.4360363,-1.3521274
[[-24. -14.  10.]],[[-32.  23.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0006296413+0j),0.0,1.7021194,1.7837347,1.4394734,-1.3578581
[[-24. -14.  10.]],[[-32.  24.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.000614308+0j),0.0,1.6988485,1.7782925,1.4427443,-1.3633002
[[-24. -14.  10.]],[[-32.  25.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.00059967564+0j),0.0,1.6957326,1.773118,1.4458601,-1.3684747
[[-24. -14.  10.]],[[-32.  26.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0005856991+0j),0.0,1.6927608,1.7681919,1.4488319,-1.3734008
[[-24. -14.  10.]],[[-32.  27.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.00057233736+0j),0.0,1.6899238,1.7634971,1.451669,-1.3780956
[[-24. -14.  10.]],[[-32.  28.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.0005595519+0j),0.0,1.6872127,1.7590178,1.45438,-1.3825749
[[-24. -14.  10.]],[[-32.  29.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0005473074+0j),0.0,1.6846198,1.7547398,1.456973,-1.386853
[[-24. -14.  10.]],[[-32.  30.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0005355717+0j),0.0,1.6821375,1.7506499,1.4594553,-1.3909428
[[-24. -14.  10.]],[[-32.  31.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0005243145+0j),0.0,1.6797589,1.7467359,1.4618338,-1.3948567
[[-24. -14.  10.]],[[-32.  32.   5.]],[[0 1 1 1 1 1 1]],0,0,(0.0005135081+0j),0.0,1.677478,1.742987,1.4641147,-1.3986056
[[-24. -14.  10.]],[[-32.  33.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0005031266+0j),0.0,1.6752892,1.7393934,1.4663036,-1.4021994
[[-24. -14.  10.]],[[-31. -34.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0010841077+0j),0.0,1.8025224,-1.9074712,1.3390703,1.2341216
[[-24. -14.  10.]],[[-31. -33.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0011288346+0j),0.0,1.8128858,-1.9237868,1.328707,1.217806
[[-24. -14.  10.]],[[-31. -32.   5.]],[[0 1 1 1 1 1 1 1 1]],0,0,(0.00117679+0j),0.0,1.8241247,-1.9416877,1.317468,1.199905
[[-24. -14.  10.]],[[-31. -31.   5.]],[[0 1 1 1 1 1 1 1]],0,0,(0.0012282287+0j),0.0,1.8363382,-1.9614034,1.3052546,1.1801894
[[-24. -14.  10.]],[[-31. -30.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012834047+0j),0.0,1.8496367,-1.9832067,1.2919561,1.158386
[[-24. -14.  10.]],[[-31. -29.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013425538+0j),0.0,1.864143,-2.0074234,1.2774497,1.1341692
[[-24. -14.  10.]],[[-31. -28.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014058759+0j),0.0,1.8799895,-2.0344439,1.2616032,1.1071488
[[-24. -14.  10.]],[[-31. -27.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014734984+0j),0.0,1.8973176,-2.0647378,1.2442751,1.0768551
[[-24. -14.  10.]],[[-31. -26.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015454319+0j),0.0,1.9162704,-2.0988708,1.2253224,1.042722
[[-24. -14.  10.]],[[-31. -25.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001621502+0j),0.0,1.9369828,-2.1375256,1.20461,1.0040672
[[-24. -14.  10.]],[[-31. -24.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-2.9325502e-05-2.371016e-05j),0.010516764348267316,1.9232919,-1.8893372,1.9232918,-1.889337
[[-24. -14.  10.]],[[-31. -23.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(6.4772385e-06-9.3118933e-07j),0.3823739689323702,1.6038777,-3.0819893,1.5377153,0.059603237
[[-24. -14.  10.]],[[-31. -22.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(6.822017e-06-9.811538e-07j),0.37894210436206777,1.60389,-3.088599,1.5377028,0.05299384
[[-24. -14.  10.]],[[-31. -21.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(7.271412e-06-1.0461631e-06j),0.3755274065042613,1.6039008,-3.095213,1.537692,0.0463798
[[-24. -14.  10.]],[[-31. -20.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(7.8716985e-06-1.1328673e-06j),0.4369302075701853,1.6039102,-3.101831,1.5376825,0.039761692
[[-24. -14.  10.]],[[-31. -19.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(8.688646e-06-1.2507116e-06j),0.36875172781947185,1.6039183,-3.1084526,1.5376744,0.033140093
[[-24. -14.  10.]],[[-31. -18.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(6.320799e-05-7.0451906e-06j),0.003205556708962831,1.6890657,-1.8446662,1.4525274,-1.8446662
[[-24. -14.  10.]],[[-31. -17.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.1296675e-05-1.6263189e-06j),0.3620491497713374,1.6039299,-3.1217039,1.537663,0.019888746
[[-24. -14.  10.]],[[-31. -16.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.3167141e-05-1.8953865e-06j),0.3587261403481534,1.6039336,-3.1283326,1.5376593,0.013260163
[[-24. -14.  10.]],[[-31. -15.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.5243539e-05-2.1938401e-06j),0.35542211662686896,1.6039357,-3.1349623,1.537657,0.0066304267
[[-24. -14.  10.]],[[-31. -14.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.713417e-05-2.465317e-06j),0.352137476511416,1.6039364,-3.1415927,1.5376564,9.575099e-08
[[-24. -14.  10.]],[[-31. -13.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.839915e-05-2.6466016e-06j),0.34887204947153805,1.6039357,3.1349626,1.537657,-0.006630235
[[-24. -14.  10.]],[[-31. -12.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.8837269e-05-2.7088765e-06j),0.3456264607848425,1.6039336,3.1283329,1.5376593,-0.013259985
[[-24. -14.  10.]],[[-31. -11.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(4.9904897e-06-6.0535024e-07j),0.11293438006987344,1.672785,-1.805905,1.4688078,-1.8059052
[[-24. -14.  10.]],[[-31. -10.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(3.3349538e-06-3.9370443e-07j),0.10190409938104494,1.670807,-1.80123,1.4707862,-1.8012301
[[-24. -14.  10.]],[[-31.  -9.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(3.2719936e-06-3.746032e-07j),0.002651404429343529,1.6689017,-1.7967341,1.4726913,-1.7967342
[[-24. -14.  10.]],[[-31.  -8.   5.]],[[1 1 1 1 1 1 1]],0,0,(3.3697154e-06-3.7405113e-07j),0.0,1.6670656,-1.7924074,1.4745274,-1.7924075
[[-24. -14.  10.]],[[-31.  -7.   5.]],[[1 1 1 1 1 1 1 1 1 1]],0,0,(3.4598916e-06-3.7303076e-07j),0.0,1.6652952,-1.7882408,1.4762977,-1.7882409
[[-24. -14.  10.]],[[-31.  -6.   5.]],[[0 1 1 1 1 1 1 1 1 1]],0,0,(0.0018680472+0j),0.0,2.0104523,2.2896264,1.1311404,-0.8519664
[[-24. -14.  10.]],[[-31.  -5.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0017838882+0j),0.0,1.9840701,2.2318397,1.1575227,-0.90975314
[[-24. -14.  10.]],[[-31.  -4.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0017012632+0j),0.0,1.9595647,2.1815224,1.182028,-0.96007043
[[-24. -14.  10.]],[[-31.  -3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.001621502+0j),0.0,1.9369828,2.1375256,1.20461,-1.0040672
[[-24. -14.  10.]],[[-31.  -2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0015454317+0j),0.0,1.9162704,2.0988708,1.2253224,-1.042722
[[-24. -14.  10.]],[[-31.  -1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014734982+0j),0.0,1.8973176,2.0647378,1.2442751,-1.0768551
[[-24. -14.  10.]],[[-31.   0.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0014058759+0j),0.0,1.8799895,2.0344439,1.2616032,-1.1071488
[[-24. -14.  10.]],[[-31.   1.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0013425538+0j),0.0,1.864143,2.0074234,1.2774497,-1.1341692
[[-24. -14.  10.]],[[-31.   2.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012834047+0j),0.0,1.8496367,1.9832067,1.2919561,-1.158386
[[-24. -14.  10.]],[[-31.   3.   5.]],[[0 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(0.0012282287+0j),0.0,1.8363382,1.9614034,1.3052546,-1.1801894
[[-24. -14.  10.]],[[-31.   4.   5.]],[[1 1 1 1 1 1 1 1 1 1 1]],0,0,(-0.00054725405+2.4431343e-05j),0.0,1.8014053,2.1346006,1.3401875,-2.1346006
[[-24. -14.  10.]],[[-31.   5.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-0.0005448275+2.3330083e-05j),0.0,1.7928314,2.1104693,1.3487614,-2.1104689
[[-24. -14.  10.]],[[-31.   6.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.4436089e-06+1.7859182e-07j),0.17797886187054246,1.7455046,-1.0194244,1.7455044,-2.1221683
[[-24. -14.  10.]],[[-31.   7.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(3.040956e-05-0.00011617561j),0.0048561190624241135,2.1140707,1.8925469,2.114071,-1.2490457
[[-24. -14.  10.]],[[-31.   8.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.9167957e-05-0.000114001574j),0.004698684108461748,2.0956447,1.8788491,2.0956447,-1.2627435
[[-24. -14.  10.]],[[-31.   9.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(6.6012403e-06+8.574692e-05j),0.009307889570209227,2.0510392,2.0302863,2.0510392,-2.0302858
[[-24. -14.  10.]],[[-31.  10.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(1.408971e-05+8.428231e-05j),0.009031580816554197,2.037056,2.013589,2.037056,-2.0135884
[[-24. -14.  10.]],[[-31.  11.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(2.1292857e-05+8.277612e-05j),0.008768289205818292,2.0237098,1.9979899,2.0237098,-1.9979894
[[-24. -14.  10.]],[[-31.  12.   5.]],[[1 1 1 1 1 1 1 1 1 1]],0,0,(2.8196688e-05+8.1240476e-05j),0.008517361038684612,2.0109725,1.9833913,2.0109725,-1.9833908
[[-24. -14.  10.]],[[-31.  13.   5.]],[[1 1 1 1 1 1 1 1 1 1]],0,0,(3.479298e-05+7.9686106e-05j),0.008278213670109835,1.9988154,1.9697056,1.9988157,-1.9697051
[[-24. -14.  10.]],[[-31.  14.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(-3.8413316e-05-0.000100089426j),0.003908894541382324,2.0045416,1.8157749,2.0045416,-1.3258176
[[-24. -14.  10.]],[[-31.  15.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-4.6293047e-05-9.777295e-05j),0.0037993501678101893,1.9920565,1.8076451,1.9920565,-1.3339475
[[-24. -14.  10.]],[[-31.  16.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-5.3701333e-05-9.548459e-05j),0.0036951348647562554,1.9802084,1.8000283,1.9802084,-1.3415644
[[-24. -14.  10.]],[[-31.  17.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-6.0653907e-05-9.3230694e-05j),0.0035959288879894302,1.968955,1.7928783,1.968955,-1.3487144
[[-24. -14.  10.]],[[-31.  18.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-6.716843e-05-9.101612e-05j),0.003501440914988052,1.9582568,1.786154,1.9582568,-1.3554386
[[-24. -14.  10.]],[[-31.  19.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-7.3263785e-05-8.884478e-05j),0.003411329885238956,1.9480774,1.7798194,1.9480774,-1.3617734
[[-24. -14.  10.]],[[-31.  20.   5.]],[[1 1 1 1 1 1 1 1 1 1 1 1 1]],0,0,(-7.895942e-05-8.6719556e-05j),0.0033253684250666993,1.9383831,1.7738415,1.9383831,-1.3677511
[[-24. -14.  10.]],[[-31.  21.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(-8.427517e-05-8.464262e-05j),0.003243329160795838,1.9291426,1.7681919,1.9291426,-1.3734008
[[-24. -14.  10.]],[[-31.  22.   5.]],[[1 1 1 1 1 1 1 1 1]],0,0,(-8.92308e-05-8.261544e-05j),0.003164942086186784,1.9203273,1.7628443,1.9203273,-1.3787483
[[-24. -14.  10.]],[[-31.  23.   5.]],[[1 1 1 1 1 1 1 1]],0,0,(-9.3845876e-05-8.063903e-05j),0.0030899940384188085,1.9119102,1.7577755,1.9119103,-1.3838171
[[-24. -14.  10.]],[[-31.  24.   5.]],[[1 1 1 1 1 1 1]],0,0,(-9.813923e-05-7.87138e-05j),0.003018271854671184,1.903867,1.7529646,1.903867,-1.388628
[[-24. -14.  10.]],[[-31.  25.   5.]],[[1 1 1 1 1]],0,0,(-0.00010212928-7.683989e-05j),0.002949605004687328,1.8961747,1.7483925,1.8961747,-1.3932002
[[-24. -14.  10.]],[[-31.  26.   5.]],[[1 1 1 1 1]],0,0,(-0.00010583379-7.501708e-05j),0.002883780325646512,1.8888121,1.7440419,1.8888121,-1.3975506
[[-24. -14.  10.]],[[-31.  27.   5.]],[[1 1 1 1 1 1]],0,0,(-0.00010926978-7.324501e-05j),0.0028206983415657305,1.8817595,1.7398975,1.8817595,-1.401695
[[-24. -14.  10.]],[[-31.  28.   5.]],[[1 1 1 1 1 1]],0,0,(-0.00011245326-7.152293e-05j),0.00276016010047897,1.8749989,1.735945,1.8749989,-1.4056476
[[-24. -14.  10.]],[[-31.  29.   5.]],[[1 1 1 1]],0,0,(-0.00040279364+8.353369e-06j),0.0,1.6827351,1.8295318,1.4588577,-1.8295318
[[-24. -14.  10.]],[[-31.  30.   5.]],[[1 1 1]],0,0,(-0.00039717066+8.05668e-06j),0.0,1.6803715,1.823902,1.4612212,-1.823902
[[-24. -14.  10.]],[[-31.  31.   5.]],[[1 1 1 1]],0,0,(-0.00039165956+7.774667e-06j),0.0,1.6781021,1.8185072,1.4634906,-1.8185071
